ID,Station Name,City,Access Days Time,Facility Type,Latitude,Longitude,EV Network,Owner Type Code,County
387731,Gonzaga - School of Law DCFC,Spokane,24 hours daily,,47.66355,-117.39822,FLO,,Spokane
331064,LITHIACJDR STATION 1,Spokane,24 hours daily,,47.755159,-117.397677,ChargePoint Network,,Spokane
313099,Ocean Shores Convention Center Parking - Tesla Supercharger,Ocean Shores,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,PARKING_LOT,47.008089,-124.163397,Tesla,P,Grays Harbor
313692,DEPT OF ECOLOGY HQ 8,Lacey,24 hours daily,,47.04741,-122.80642,ChargePoint Network,,Thurston
313695,DEPT OF ECOLOGY HQ 6,Lacey,24 hours daily,,47.047593,-122.806449,ChargePoint Network,,Thurston
313696,DEPT OF ECOLOGY HQ 7,Lacey,24 hours daily,,47.047474,-122.806465,ChargePoint Network,,Thurston
314024,HOTEL INDIGO B1: RIGHT,Vancouver,24 hours daily,,45.623493,-122.677765,ChargePoint Network,,Clark
314051,HOTEL INDIGO B1: LEFT,Vancouver,24 hours daily,,45.623505,-122.677765,ChargePoint Network,,Clark
314134,ESD PACKWOOD DCFC,Packwood,24 hours daily,,46.6099,-121.669522,ChargePoint Network,,Lewis
314136,ESD ELBE DCFC,Elbe,24 hours daily,,46.765037,-122.194264,ChargePoint Network,,Pierce
314497,Mathay-Ballinger Park,Edmonds,24 hours daily,,47.78069523487534,-122.3391735072087,Blink Network,,Snohomish
314498,Yost Pool,Edmonds,24 hours daily,,47.80840769494938,-122.360088285259,Blink Network,,Snohomish
314499,Meadowdale Community Clubhouse,Edmonds,24 hours daily,,47.84948206900219,-122.3254230447766,Blink Network,,Snohomish
314502,Sierra Park,Edmonds,24 hours daily,,47.82656454887777,-122.3428296754615,Blink Network,,Snohomish
314507,Hickman Park,Edmonds,24 hours daily,,47.78448638661424,-122.3732492278488,Blink Network,,Snohomish
314510,Edmonds Public Works,Edmonds,24 hours daily,,47.80893133290714,-122.3293563375386,Blink Network,,Snohomish
314536,TW HYUNDAI SALES,Olympia,24 hours daily,,47.030911,-122.932627,ChargePoint Network,,Thurston
314726,DC CORRIDOR TARGET MV DC2,Marysville,24 hours daily,,48.149745,-122.190394,ChargePoint Network,,Snohomish
314727,DC CORRIDOR TARGET MV DC1,Marysville,24 hours daily,,48.149743,-122.190468,ChargePoint Network,,Snohomish
315620,VA Clinic Building,Everett,Mon 6:00am - 6:00pm; Tue 6:00am - 6:00pm; Wed 6:00am - 6:00pm; Thu 6:00am - 6:00pm; Fri 6:00am - 6:00pm,,47.95778906871235,-122.2326770466201,Blink Network,,Snohomish
316044,Woodland North Apartments,Lake Forest Park,24 hours daily,,47.7407321,-122.2901406,Blink Network,,King
316045,Ballinger Commons,Shoreline,24 hours daily,,47.77635,-122.33231,Blink Network,,King
316049,Meadowbrook Apartments,Shoreline,24 hours daily,,47.769184,-122.37546,Blink Network,,King
316052,Aspen Ridge Apartments,Seattle,24 hours daily,,47.4902,-122.2493,Blink Network,,King
316054,Nia II,Seattle,24 hours daily,,47.51424,-122.34568,Blink Network,,King
316057,Surrey Downs II,Bellevue,24 hours daily,,47.5872608,-122.1650353,Blink Network,,King
316058,Villages at South Station,Tukwila,24 hours daily,,47.46481,-122.28601,Blink Network,,King
316066,NCU CT ST STATION 2,Pasco,Mon 7:00am - 6:00pm; Tue 7:00am - 6:00pm; Wed 7:00am - 6:00pm; Thu 7:00am - 6:00pm; Fri 7:00am - 6:00pm; Sat 7:00am - 1:00pm,,46.241776,-119.121735,ChargePoint Network,,Franklin
316067,NCU CT ST STATION 1,Pasco,Mon 7:00am - 6:00pm; Tue 7:00am - 6:00pm; Wed 7:00am - 6:00pm; Thu 7:00am - 6:00pm; Fri 7:00am - 6:00pm; Sat 7:00am - 1:00pm,,46.241722,-119.121734,ChargePoint Network,,Franklin
316269,"Kroger QFC 878 (Redmond, WA)",Redmond,24 hours daily,,47.69951,-122.02569,Electrify America,,King
316481,Jefferson Transit Authority,Port Townsend,24 hours daily,,48.05069032221915,-122.818503675169,Blink Network,,Jefferson
316497,PUBLIC CHARGE CT4K STATION 1,Kennewick,24 hours daily,,46.226072,-119.206387,ChargePoint Network,,Benton
316607,PIKE PLACE STALL 204 & 205,Seattle,24 hours daily,,47.60852,-122.34208,ChargePoint Network,,King
316608,PIKE PLACE STALL 202 & 203,Seattle,24 hours daily,,47.608639,-122.342184,ChargePoint Network,,King
316903,Squirrel Tree Resort - Tesla Supercharger,Leavenworth,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,PARKING_LOT,47.755249,-120.740669,Tesla,P,Chelan
316945,CATHLAMET TOC EV STATION,Cathlamet,24 hours daily,,46.20333,-123.384254,ChargePoint Network,,Wahkiakum
316973,Creekside Crossing,Redmond,24 hours daily,,47.670431,-122.112045,FLO,,King
316998,South Tacoma Honda,Tacoma,24 hours daily,,47.18700614505068,-122.4850893456082,Blink Network,,Pierce
318050,Neighborhood House - Zev Co-Op Public,Seattle,,,47.54486,-122.3722,OpConnect,,King
318180,Mictrotel Inn & Suites - Tesla Supercharger,George,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,HOTEL,47.081118,-119.861923,Tesla,P,Grant
319329,Discovery Place Condos,Seattle,Contact site for information,MULTI_UNIT_DWELLING,47.66,-122.4,AMPUP,P,King
319679,Best Western Plus Renton Inn,Renton,,,47.483574,-122.194344,EVCS,,King
319881,SKAGITREGHEALTH MVSC,Mount Vernon,24 hours daily,,48.42017,-122.32547,ChargePoint Network,,Skagit
319884,BELLINGHAM CITY CORNWALL PARK 1,Bellingham,24 hours daily,,48.776637,-122.485335,ChargePoint Network,,Whatcom
320003,SAMMAMISH SCAC-2,Sammamish,24 hours daily,,47.60075,-122.039233,ChargePoint Network,,King
320004,SAMMAMISH SCAC-1,Sammamish,24 hours daily,,47.60075,-122.039225,ChargePoint Network,,King
320156,Greenbank Farm,Greenbank,24 hours daily,OTHER,48.106661,-122.574574,Non-Networked,P,Island
320157,Discovery Bay Welcome Center,Port Townsend,24 hours daily,PARKING_LOT,47.990675,-122.890677,Non-Networked,P,Jefferson
320158,Wild Birds Unlimited,Sequim,9am-5pm daily,PARKING_LOT,48.049829,-122.92153,Non-Networked,P,Jefferson
320159,Finn River Cidery,Chimacum,12pm-9pm daily,PARKING_LOT,48.010013,-122.76919,Non-Networked,P,Jefferson
320160,Huber's Inn,Port Townsend,24 hours daily,INN,48.110439,-122.782824,Non-Networked,P,Jefferson
320161,Food Co-Op,Port Townsend,24 hours daily,COOP,48.110637,-122.770968,Non-Networked,P,Jefferson
320162,Lost Mountain Lodge,Sequim,24 hours daily,HOTEL,48.0619280325713,-123.167882081794,Non-Networked,P,Clallam
320163,Domaine Madeleine Bed & Breakfast,Port Angeles,24 hours daily,HOTEL,48.115196464776,-123.270377775693,Non-Networked,P,Clallam
320164,Ruddell Chevrolet,Port Angeles,9am-6pm M-Sat,CAR_DEALER,48.105604,-123.402787,Non-Networked,P,Clallam
320165,Steve Methner State Farm,Port Angeles,7am-10pm daily,PARKING_LOT,48.1161911569291,-123.422787582193,Non-Networked,P,Clallam
320245,PIKE PLACE STALL 887 & 886,Seattle,24 hours daily,,47.609463,-122.342843,ChargePoint Network,,King
320246,PIKE PLACE STALL 206 & 207,Seattle,24 hours daily,,47.608994,-122.342068,ChargePoint Network,,King
320247,PIKE PLACE STALL 208 & 209,Seattle,24 hours daily,,47.608951,-122.342068,ChargePoint Network,,King
320248,PIKE PLACE STALL 210 & 211,Seattle,24 hours daily,,47.608929,-122.342047,ChargePoint Network,,King
320430,CANYON CLIFFS STATION 8,Selah,24 hours daily,,46.653156,-120.5389,ChargePoint Network,,Yakima
320513,DOCK STREET NEW DOCK STREET,Oak Harbor,24 hours daily,,48.288001,-122.64851,ChargePoint Network,,Island
320574,Flying J 1195,Ellensburg,24 hours daily,,47.00615,-120.586792,eVgo Network,,Kittitas
320707,Ramayana Apartments,Seattle,24 hours daily,,47.61945391175123,-122.3225478616408,Blink Network,,King
320962,Lighthouse Apartments,Seattle,24 hours daily; for residents only,MULTI_UNIT_DWELLING,47.58535,-122.30052,TURNONGREEN,P,King
320991,Portland - Page One Automotive,Vancouver,24 hours daily,FLEET_GARAGE,45.66531,-122.51758,TURNONGREEN,P,Clark
320993,Seattle - Page One Automotive,Seattle,24 hours daily,FLEET_GARAGE,47.51799,-122.32796,TURNONGREEN,P,King
321005,The Waverly,Seattle,24 hours daily,,47.6202877,-122.3407099,Blink Network,,King
321008,Mariblu Southcenter (Open),Tukwila,24 hours daily,,47.45779,-122.25055,Blink Network,,King
321031,K BUILDING K BUILDING,Vancouver,24 hours daily,,45.632778,-122.533237,ChargePoint Network,,Clark
321033,CPU OPS 3,Five Corners,24 hours daily,,45.685084,-122.55316,ChargePoint Network,,Clark
321489,HYSHOP SHOWRM STATION,Tacoma,24 hours daily,,47.188115,-122.482895,ChargePoint Network,,Pierce
331065,LITHIACJDR STATION 2,Spokane,24 hours daily,,47.755199,-117.397635,ChargePoint Network,,Spokane
322159,The Residency,Yakima,24 hours daily,,46.60541391177425,-120.4883113463725,Blink Network,,Yakima
322400,IQ CHARGING IQ SALMON CREEK,Vancouver,Mon 5:30pm - 12:00am; Tue 5:30pm - 12:00am; Wed 5:30pm - 12:00am; Thu 5:30pm - 12:00am; Fri 5:30pm - 12:00am; Sat 2:00pm - 12:00am; Sun 12:00am - 12:00am,,45.723483,-122.660697,ChargePoint Network,,Clark
322505,Hawthorne,Seattle,24 hours daily,,47.62025721078499,-122.3576682272773,Blink Network,,King
322833,Fred Meyer - Tesla Supercharger,Kirkland,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,GROCERY,47.709207,-122.183452,Tesla,P,King
322835,Seattle Premium Outlets - Tesla Supercharger,Tulalip Bay,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,SHOPPING_MALL,48.095561,-122.188333,Tesla,P,Snohomish
322836,Station 88 - End of Trail - Tesla Supercharger,Rochester,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,GAS_STATION,46.804114,-123.012262,Tesla,P,Thurston
322840,Clearwater Casino - Tesla Supercharger,Suquamish,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,SHOPPING_CENTER,47.713574,-122.569571,Tesla,P,Kitsap
323045,CPU ARNADA,Vancouver,24 hours daily,,45.636784,-122.66932,ChargePoint Network,,Clark
323070,SM STATE FARM SM STATE FARM,Port Angeles,24 hours daily,,48.116189,-123.422801,ChargePoint Network,,Clallam
323341,ESD EXIT 68 L2 5,Chehalis,24 hours daily,,46.545833,-122.868675,ChargePoint Network,,Lewis
323343,ESD EXIT 68 L2 6,Chehalis,24 hours daily,,46.545803,-122.868665,ChargePoint Network,,Lewis
323707,7Charge - Federal Way 41827,Federal Way,24 hours daily,CONVENIENCE_STORE,47.28234,-122.3216,7CHARGE,P,King
323778,"ARCO, NE 119th St, WA",Vancouver,24 hours daily,,45.709206,-122.553676,BP_PULSE,,Clark
323901,DC VANCOUVER DC3,Vancouver,24 hours daily,,45.639166,-122.62342,ChargePoint Network,,Clark
324019,Park Place Shopping Center - Tesla Supercharger,Tukwila,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,PARKING_LOT,47.447383,-122.263624,Tesla,P,King
324349,ONE88 SPACE 305-306,Bellevue,24 hours daily,,47.611829,-122.20129,ChargePoint Network,,King
325467,RMR Union East Parking Garage,Seattle,24 hours daily,,47.62253020451757,-122.3637826886285,Blink Network,,King
325566,THE SUMMIT P1,Bellevue,24 hours daily,,47.612553,-122.194193,ChargePoint Network,,King
326167,Tacoma Mall - Tesla Supercharger,Tacoma,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,SHOPPING_CENTER,47.214392,-122.466683,Tesla,P,Pierce
326172,Single Hill Brewing,Yakima,,,46.60505,-120.50123,ZEFNET,,Yakima
326217,ESD EXIT 68 DCFC 2,Chehalis,24 hours daily,,46.545819,-122.868673,ChargePoint Network,,Lewis
326218,ESD EXIT 68 DCFC 1,Chehalis,24 hours daily,,46.545813,-122.868669,ChargePoint Network,,Lewis
326220,ESD EXIT 68 DCFC 3,Chehalis,24 hours daily,,46.545824,-122.868675,ChargePoint Network,,Lewis
326267,Purpose Driven Girl - Public,Tukwila,,,47.46837,-122.24634,OpConnect,,King
326287,Komo Plaza Garage,Seattle,Mon 6:00am - 9:00pm; Tue 6:00am - 9:00pm; Wed 6:00am - 9:00pm; Thu 6:00am - 9:00pm; Fri 6:00am - 10:00pm; Sat 6:00am - 10:00pm; Sun 8:00am - 9:00pm,PUBLIC,47.61963111516519,-122.3482222482562,FLASH,,King
326351,SOLACE STATION 2,Puyallup,24 hours daily,,47.087995,-122.288846,ChargePoint Network,,Pierce
326352,SOLACE STATION 1,Puyallup,24 hours daily,,47.088025,-122.288868,ChargePoint Network,,Pierce
326615,Dick Hannah Jeep Vancouver,Vancouver,24 hours daily,,45.64788967400161,-122.5964784583667,Blink Network,,Clark
326686,Enel X - WOW CarShare Parking,Richland,24 hours daily,PARKING_LOT,46.2384005000675,-119.236546360665,Non-Networked,P,Benton
326741,LJ HYUNDAI CP SOUTH,Everett,24 hours daily,,47.927306,-122.224386,ChargePoint Network,,Snohomish
326955,DOL WENATCHEE,Wenatchee,24 hours daily,,47.429018,-120.317749,ChargePoint Network,,Chelan
326977,ESD EXIT 68 DCFC 4,Chehalis,24 hours daily,,46.546501,-122.870577,ChargePoint Network,,Lewis
326982,SRO SRORTC,Redmond,24 hours daily,,47.663266,-122.09647,ChargePoint Network,,King
326983,SRO SRORTC 2,Redmond,24 hours daily,,47.663192,-122.096458,ChargePoint Network,,King
327158,NORAM BLOCK 20 #3,Bellevue,24 hours daily,,47.622488,-122.177532,ChargePoint Network,,King
327210,LJ HYUNDAI CP NORTH,Everett,24 hours daily,,47.92732,-122.224279,ChargePoint Network,,Snohomish
327687,7Charge - Lacey 41884,Lacey,24 hours daily,CONVENIENCE_STORE,47.03956,-122.83416,7CHARGE,P,Thurston
346420,LITHIACJDR STATION 3,Spokane,24 hours daily,,47.75524,-117.397609,ChargePoint Network,,Spokane
384561,Gonzaga - Madonna Hall,Spokane,24 hours daily,,47.666927,-117.397347,FLO,,Spokane
328211,OCULUS VR BUILDING X #20,Redmond,24 hours daily,,47.692418,-122.152328,ChargePoint Network,,King
328339,HoneyBadger Charging,Marysville,Available 24 hours daily,HOTEL,48.09971,-122.17739,HONEY_BADGER,P,Snohomish
328450,OAK HARBOR STATION 1,Oak Harbor,24 hours daily,,48.287961,-122.648504,ChargePoint Network,,Island
328521,"Seattle, WA - Fairview Avenue North (Floor 1) - Tesla Destination",Seattle,,HOTEL,47.626144,-122.333176,Tesla Destination,P,King
328604,UWMC SURGERY STATION 2,Seattle,24 hours daily,,47.649899,-122.307363,ChargePoint Network,,King
328628,CircleK - Pasco,Pasco,24 Hours Daily,CONVENIENCE_STORE,46.27125,-119.22106,CIRCLE_K,P,Franklin
328790,Marysville Subaru,Marysville,24 hours daily,,48.142914,-122.18315,Blink Network,,Snohomish
328967,Sun Mountain Lodge,Winthrop,24 hours daily,,48.476517,-120.25786,FLO,,Okanogan
329278,"ARCO, W Heron St, WA",Aberdeen,24 hours daily,,46.96941,-123.823949,BP_PULSE,,Grays Harbor
329790,DOL KENNEWICK,Kennewick,24 hours daily,,46.211227,-119.166811,ChargePoint Network,,Benton
330062,AMZ SEA42 - 19,Seattle,24 hours daily,,47.616541,-122.338895,ChargePoint Network,,King
330063,AMZ SEA42 - 20,Seattle,24 hours daily,,47.616361,-122.338907,ChargePoint Network,,King
330064,AMZ SEA42 - 21,Seattle,24 hours daily,,47.616426,-122.338861,ChargePoint Network,,King
330065,AMZ SEA42 - 24,Seattle,24 hours daily,,47.616431,-122.338887,ChargePoint Network,,King
330066,AMZ SEA42 - 25,Seattle,24 hours daily,,47.61643,-122.338839,ChargePoint Network,,King
330067,AMZ SEA42 - 26,Seattle,24 hours daily,,47.616422,-122.338744,ChargePoint Network,,King
330068,AMZ SEA42 - 22,Seattle,24 hours daily,,47.616332,-122.339025,ChargePoint Network,,King
330207,Spoko Fuel,Chewelah,24 hours daily,,48.241595,-117.714446,EV Connect,,Stevens
330275,AMZ SEA42 - 27,Seattle,24 hours daily,,47.616428,-122.338808,ChargePoint Network,,King
330276,AMZ SEA42 - 28,Seattle,24 hours daily,,47.616789,-122.338601,ChargePoint Network,,King
330277,AMZ SEA42 - 29,Seattle,24 hours daily,,47.616346,-122.338998,ChargePoint Network,,King
330278,AMZ SEA42 - 30,Seattle,24 hours daily,,47.61633,-122.339038,ChargePoint Network,,King
330279,AMZ SEA42 - 31,Seattle,24 hours daily,,47.616349,-122.339014,ChargePoint Network,,King
330280,AMZ SEA42 - 32,Seattle,24 hours daily,,47.616271,-122.338882,ChargePoint Network,,King
330281,AMZ SEA42 - 33,Seattle,24 hours daily,,47.616289,-122.33887,ChargePoint Network,,King
330282,AMZ SEA42 - 35,Seattle,24 hours daily,,47.61627,-122.33883,ChargePoint Network,,King
330283,AMZ SEA42 - 37,Seattle,24 hours daily,,47.616273,-122.338855,ChargePoint Network,,King
330284,AMZ SEA42 - 36,Seattle,24 hours daily,,47.616288,-122.33885,ChargePoint Network,,King
330285,AMZ SEA42 - 39,Seattle,24 hours daily,,47.616389,-122.339051,ChargePoint Network,,King
330286,AMZ SEA42 - 40,Seattle,24 hours daily,,47.616414,-122.339082,ChargePoint Network,,King
330287,AMZ SEA42 - 38,Seattle,24 hours daily,,47.616432,-122.339064,ChargePoint Network,,King
330288,AMZ SEA42 - 42,Seattle,24 hours daily,,47.616436,-122.339045,ChargePoint Network,,King
330289,AMZ SEA42 - 41,Seattle,24 hours daily,,47.616416,-122.339024,ChargePoint Network,,King
330290,AMZ SEA42 - 43,Seattle,24 hours daily,,47.616397,-122.339079,ChargePoint Network,,King
330291,AMZ SEA42 - 47,Seattle,24 hours daily,,47.616454,-122.339046,ChargePoint Network,,King
330292,AMZ SEA42 - 46,Seattle,24 hours daily,,47.616427,-122.339052,ChargePoint Network,,King
330293,AMZ SEA42 - 45,Seattle,24 hours daily,,47.616442,-122.339095,ChargePoint Network,,King
330294,AMZ SEA42 - 44,Seattle,24 hours daily,,47.616416,-122.339066,ChargePoint Network,,King
330379,Skagit Valley College - San Juan Center,Friday Harbor,24 hours daily,,48.52266349672606,-123.02795359041,Blink Network,,San Juan
330519,3606 S Sprague Ave,Tacoma,Mon 9:00am - 7:00pm; Tue 9:00am - 7:00pm; Wed 9:00am - 7:00pm; Thu 9:00am - 7:00pm; Fri 9:00am - 7:00pm; Sat 9:00am - 7:00pm; Sun 11:00am - 5:00pm,,47.225159,-122.465217,EV Connect,,Pierce
330569,Sammamish Highlands - Tesla Supercharger,Sammamish,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,SHOPPING_CENTER,47.616463,-122.033253,Tesla,P,King
330582,SpoKo Fuel,Chewelah,24 hours daily,GAS_STATION,48.24177639,-117.7141178,Non-Networked,P,Stevens
330601,AMZ SEA42 - 34,Seattle,24 hours daily,,47.616286,-122.33881,ChargePoint Network,,King
330684,Meridian Habitat Park & Community Center,Puyallup,24 hours daily,,47.12415,-122.29558,Blink Network,,Pierce
330712,AMLI MARK 24 MARK24 RETAIL,Seattle,24 hours daily,,47.668673,-122.380077,ChargePoint Network,,King
330796,531605 NWB Redmond Park East LLC,Redmond,24 hours daily,,47.66637,-122.0978,Blink Network,,King
330996,Prose Kent,Kent,24 hours daily,,47.3943430432557,-122.2297828058338,Blink Network,,King
88084,COLLEGE HALL PARKING GARAGE,Spokane,24 hours daily,,47.668201,-117.397214,ChargePoint Network,,Spokane
389094,Gonzaga - BARC Parking (Public),Spokane,24 hours daily,,47.668163,-117.397075,FLO,,Spokane
331345,Sound Credit Union - Tesla Supercharger,Bothell,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,BANK,47.814223,-122.206093,Tesla,P,Snohomish
331516,CLALLAM COUNTY WEST FIRST TWO,Port Angeles,24 hours daily,,48.115077,-123.432348,ChargePoint Network,,Clallam
331517,CLALLAM COUNTY MIDDLE,Port Angeles,24 hours daily,,48.115059,-123.432303,ChargePoint Network,,Clallam
331518,CLALLAM COUNTY EAST LAST TWO,Port Angeles,24 hours daily,,48.115037,-123.432251,ChargePoint Network,,Clallam
331629,Pasco Fire Station 85,Pasco,24 hours daily,,46.2619615442859,-119.2199026025175,Blink Network,,Franklin
331749,BELLINGHAM CITY SOLAR CIVIC 1,Bellingham,24 hours daily,,48.747471,-122.45785,ChargePoint Network,,Whatcom
331750,BELLINGHAM CITY SOLAR PADDEN 1,Bellingham,24 hours daily,,48.698322,-122.443137,ChargePoint Network,,Whatcom
331751,BELLINGHAM CITY SOLAR CORDATA 1,Bellingham,24 hours daily,,48.802177,-122.494601,ChargePoint Network,,Whatcom
331752,BELLINGHAM CITY SOLAR SQUALM 1,Bellingham,24 hours daily,,48.766849,-122.500124,ChargePoint Network,,Whatcom
331944,AMZ SEA23 - 4,Seattle,24 hours daily,,47.624209,-122.337729,ChargePoint Network,,King
331945,AMZ SEA23 - 5,Seattle,24 hours daily,,47.624085,-122.337727,ChargePoint Network,,King
331946,AMZ SEA24 - 10,Seattle,24 hours daily,,47.623802,-122.335507,ChargePoint Network,,King
331947,AMZ SEA24 - 9,Seattle,24 hours daily,,47.623721,-122.335511,ChargePoint Network,,King
331955,7th & Pine LLC - Garage,Seattle,24 hours daily,,47.61181562734982,-122.3332516452808,Blink Network,,King
332070,1500 Commerce Street,Tacoma,24 hours daily,,47.248,-122.438,FLO,,Pierce
332161,923 Commerce Street,Tacoma,24 hours daily,,47.25436,-122.43926,FLO,,Pierce
332307,Tilt49 Realty,Seattle,24 hours daily,,47.6170248,-122.3322181,Blink Network,,King
332344,"ARCO, 104th Drive NW, WA",Stanwood,24 hours daily,,48.241438,-122.374542,BP_PULSE,,Snohomish
332377,Zephyr on the Park Apartments,Redmond,,,47.67516,-122.12506,ZEFNET,,King
332471,KIA OF EVERETT KIA OF EVERETT,Everett,Mon 7:00am - 7:30pm; Tue 7:00am - 7:30pm; Wed 7:00am - 7:30pm; Thu 7:00am - 7:30pm; Fri 7:00am - 7:30pm; Sat 7:00am - 7:30pm; Sun 10:00am - 5:30pm,,47.90631,-122.237592,ChargePoint Network,,Snohomish
332562,DOL WEST SEATTLE 1,Seattle,24 hours daily,,47.566899,-122.36456,ChargePoint Network,,King
332893,Residence Inn,Vancouver,,,45.618268,-122.545053,NOODOE,,Clark
332896,Westin-Seattle,Seattle,,,47.613691,-122.33813,NOODOE,,King
333019,City of Pateros,Pateros,,,48.0528819,-119.901163,EVCS,,Okanogan
333237,Town and Country Poulsbo,Poulsbo,,,47.74677,-122.637493,EVCS,,Kitsap
333271,WCEH City of Pateros,Pateros,,,48.0526964,-119.9021097,EVCS,,Okanogan
333296,Puget Sound Plaza Garage,Seattle,,,47.6086916,-122.3358846,ABM,,King
333297,Financial Center Garage,Seattle,,,47.6080393,-122.335645,ABM,,King
333298,1200 Fifth Ave Garage,Seattle,,,47.607309,-122.3370886,ABM,,King
333299,WCEH Seattle City Light,Newhalem,,,48.6734067,-121.2490902,EVCS,,Whatcom
333330,City of Port Townsend,Port Townsend,,,48.1092092,-122.7728535,EVCS,,Jefferson
333466,Ben's Truck Stop - Tesla Supercharger,Blaine,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,TRAVEL_CENTER,48.990896,-122.73452,Tesla,P,Whatcom
333505,CITY OF REDMOND ISLAND PK WEST,Redmond,24 hours daily,,47.680955,-122.131195,ChargePoint Network,,King
333506,CITY OF REDMOND RSCC_WEST,Redmond,24 hours daily,,47.68087,-122.131201,ChargePoint Network,,King
333507,CITY OF REDMOND RSCC_EAST,Redmond,24 hours daily,,47.68087,-122.13111,ChargePoint Network,,King
333508,CITY OF REDMOND ISLAND PK EAST,Redmond,24 hours daily,,47.680948,-122.131107,ChargePoint Network,,King
355562,Ironside Apartments,Spokane,24 hours daily,,47.66467518203215,-117.3892934617239,Blink Network,,Spokane
333647,110 S. 10th St.,Tacoma,24 hours daily,,47.254248,-122.437936,FLO,,Pierce
35620,Avista Corp,Spokane,24 hours daily; Drivers must bring their own J1772 cordset for Level 1 charging,OFFICE_BLDG,47.673347,-117.388933,Non-Networked,P,Spokane
333707,Elmers Restaurant - Tesla Supercharger,Tacoma,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,RESTAURANT,47.190085,-122.459745,Tesla,P,Pierce
333903,Camano Administration Building,Camano,24 hours daily,,48.21480260000001,-122.4780628,EVGATEWAY,,Island
333969,Rose II Apartments,Seattle,24 hours daily,,47.5307998,-122.269531,EVGATEWAY,,King
334124,Alta UP,Tacoma,24 hours daily,PARKING_LOT,47.23963,-122.52809,Non-Networked,P,Pierce
334153,Building 123,Redmond,24 hours daily,PARKING_LOT,47.64745,-122.1393,Non-Networked,P,King
334160,Building 125,Redmond,24 hours daily,PARKING_LOT,47.6491,-122.13828,Non-Networked,P,King
334162,Serenity Apartments,Lacey,24 hours daily,,47.0466893,-122.7964631,EVGATEWAY,,Thurston
334164,Building 83,Redmond,24 hours daily,PARKING_LOT,47.64902,-122.13332,Non-Networked,P,King
334343,SHA - New Holly - Public,Seattle,,,47.53893,-122.29026,OpConnect,,King
335291,UW Northgate,Seattle,Contact site for information,HOSPITAL,47.7005705,-122.3249883,AMPUP,P,King
335322,AmpUp Gig Harbor,Gig Harbor,Contact site for information,,47.3110776,-122.579926,AMPUP,P,Pierce
335658,PORTAL WAY EV1 UNITY CARE 1,Ferndale,24 hours daily,,48.861262,-122.584006,ChargePoint Network,,Whatcom
335663,AMZ SEA29-13,Seattle,24 hours daily,,47.62059,-122.336423,ChargePoint Network,,King
335664,AMZ SEA29-12,Seattle,24 hours daily,,47.620647,-122.336378,ChargePoint Network,,King
335665,AMZ SEA29 - 15,Seattle,24 hours daily,,47.620681,-122.336432,ChargePoint Network,,King
335666,AMZ SEA29-10,Seattle,24 hours daily,,47.620723,-122.336356,ChargePoint Network,,King
335667,AMZ SEA29-11,Seattle,24 hours daily,,47.620727,-122.33641,ChargePoint Network,,King
335668,AMZ SEA29-14,Seattle,24 hours daily,,47.620594,-122.336382,ChargePoint Network,,King
341913,VOLVO CAR USA ISSAQUAH DC3,Issaquah,24 hours daily,,47.545879,-122.059876,ChargePoint Network,,King
341914,VOLVO CAR USA ISSAQUAH DC4,Issaquah,24 hours daily,,47.545883,-122.059922,ChargePoint Network,,King
346022,VOLVO CAR USA ISSAQUAH DC1,Issaquah,24 hours daily,,47.545838,-122.059705,ChargePoint Network,,King
346023,VOLVO CAR USA ISSAQUAH DC2,Issaquah,24 hours daily,,47.545837,-122.059734,ChargePoint Network,,King
346041,Canopy Apartments - Pay to charge,Shoreline,,,47.7654199,-122.3466235,OpConnect,,King
346054,Tilden Apts,Lacey,24 hours daily,,47.0792442386166,-122.7508667500332,Blink Network,,Thurston
346055,3400 Stone LLC,Seattle,24 hours daily,,47.648715,-122.342289,Blink Network,,King
346174,Port Orchard,Port Orchard,24 hours daily,,47.468408,-122.626116,SHELL_RECHARGE,,Kitsap
227636,Riverton Copper Basin,Spokane,24 hours daily,,47.672004,-117.386224,EV Connect,,Spokane
346495,MGMT GRP 10 WEST,Kennewick,24 hours daily,,46.200106,-119.224826,ChargePoint Network,,Benton
346699,NORPOINT LANDIN WHEATON LNDG 2,Bremerton,24 hours daily,,47.594398,-122.629171,ChargePoint Network,,Kitsap
346700,NORPOINT LANDIN WHEATON LNDG 1,Bremerton,24 hours daily,,47.594404,-122.628874,ChargePoint Network,,Kitsap
346865,ENUM-WASH-LOT 2-NON-ADA,Enumclaw,24 hours daily,,47.204738,-121.986183,ChargePoint Network,,King
